Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),    APmag,  S-brt,             delta,     deldot,     S-O-T,/r,     S-T-O,  Sky_motion, Sky_mot_PA, RelVel-ANG, Lun_Sky_Brt  sky_SNR
 2023-Mar-11 00:00, , ,   199.70134,   22.26720,   17.081,   n.a.,  51.8248802607204, -8.8645534,  146.4671,/L,    0.5997,   0.0396598,  304.83058,  -19.64099,        n.a.     n.a.
 2023-Mar-12 00:00, , ,   199.68719,   22.27623,   17.080,   n.a.,  51.8198871316507, -8.4257883,  146.9837,/L,    0.5916,   0.0398686,  304.23808,  -18.64888,        n.a.     n.a.
 2023-Mar-13 00:00, , ,   199.67286,   22.28517,   17.079,   n.a.,  51.8151481723212, -7.9843888,  147.4794,/L,    0.5838,   0.0400679,  303.65137,  -17.65377,        n.a.     n.a.
 2023-Mar-14 00:00, , ,   199.65837,   22.29401,   17.078,   n.a.,  51.8106648973457, -7.5403798,  147.9533,/L,    0.5763,   0.0402574,  303.06997,  -16.65567,        n.a.     n.a.
 2023-Mar-15 00:00, , ,   199.64371,   22.30276,   17.077,   n.a.,  51.8064388041591, -7.0937973,  148.4043,/L,    0.5691,   0.0404369,  302.49341,  -15.65461,        n.a.     n.a.
 2023-Mar-16 00:00, , ,   199.62889,   22.31141,   17.076,   n.a.,  51.8024713643776, -6.6446965,  148.8315,/L,    0.5622,   0.0406060,  301.92125,  -14.65066,        n.a.     n.a.
 2023-Mar-17 00:00, , ,   199.61392,   22.31996,   17.075,   n.a.,  51.7987640090936, -6.1931645,  149.2339,/L,    0.5557,   0.0407645,  301.35308,  -13.64395,        n.a.     n.a.
 2023-Mar-18 00:00, , ,   199.59880,   22.32840,   17.074,   n.a.,  51.7953181066870, -5.7393339,  149.6106,/L,    0.5496,   0.0409118,  300.78855,  -12.63470,        n.a.     n.a.
 2023-Mar-19 00:00, , ,   199.58354,   22.33673,   17.074,   n.a.,  51.7921349328617, -5.2833947,  149.9606,/L,    0.5439,   0.0410477,  300.22733,  -11.62322,        n.a.     n.a.
 2023-Mar-20 00:00, , ,   199.56814,   22.34495,   17.073,   n.a.,  51.7892156351754, -4.8256006,  150.2829,/L,    0.5386,   0.0411716,  299.66916,  -10.60991,        n.a.     n.a.
 2023-Mar-21 00:00, , ,   199.55261,   22.35305,   17.072,   n.a.,  51.7865611976851, -4.3662618,  150.5768,/L,    0.5338,   0.0412835,  299.11383,  -9.595268,        n.a.     n.a.
 2023-Mar-22 00:00, , ,   199.53696,   22.36104,   17.071,   n.a.,  51.7841724135963, -3.9057245,  150.8414,/L,    0.5294,   0.0413829,  298.56118,  -8.579826,        n.a.     n.a.
 2023-Mar-23 00:00, , ,   199.52119,   22.36890,   17.071,   n.a.,  51.7820498728712, -3.4443412,  151.0759,/L,    0.5255,   0.0414700,  298.01104,  -7.564096,        n.a.     n.a.
 2023-Mar-24 00:00, , ,   199.50530,   22.37664,   17.070,   n.a.,  51.7801939672772, -2.9824415,  151.2796,/L,    0.5221,   0.0415448,  297.46324,  -6.548532,        n.a.     n.a.
 2023-Mar-25 00:00, , ,   199.48931,   22.38425,   17.070,   n.a.,  51.7786049096473, -2.5203133,  151.4520,/L,    0.5192,   0.0416074,  296.91760,  -5.533494,        n.a.     n.a.
 2023-Mar-26 00:00, , ,   199.47322,   22.39173,   17.070,   n.a.,  51.7772827604284, -2.0581965,  151.5924,/L,    0.5168,   0.0416581,  296.37388,  -4.519254,        n.a.     n.a.
 2023-Mar-27 00:00, , ,   199.45703,   22.39908,   17.069,   n.a.,  51.7762274544299, -1.5962876,  151.7005,/L,    0.5150,   0.0416970,  295.83183,  -3.506009,        n.a.     n.a.
 2023-Mar-28 00:00, , ,   199.44075,   22.40629,   17.069,   n.a.,  51.7754388231037, -1.1347498,  151.7760,/L,    0.5137,   0.0417243,  295.29117,  -2.493904,        n.a.     n.a.
 2023-Mar-29 00:00, , ,   199.42440,   22.41336,   17.069,   n.a.,  51.7749166107065, -0.6737234,  151.8187,/L,    0.5129,   0.0417403,  294.75161,  -1.483050,        n.a.     n.a.
 2023-Mar-30 00:00, , ,   199.40796,   22.42029,   17.069,   n.a.,  51.7746604849247, -0.2133345,  151.8284,/L,    0.5127,   0.0417451,  294.21284,  -0.473547,        n.a.     n.a.
 2023-Mar-31 00:00, , ,   199.39146,   22.42708,   17.069,   n.a.,  51.7746700436328,  0.2463006,  151.8052,/L,    0.5131,   0.0417389,  293.67458,  0.5345165,        n.a.     n.a.
 2023-Apr-01 00:00, , ,   199.37489,   22.43372,   17.069,   n.a.,  51.7749448196905,  0.7050731,  151.7492,/L,    0.5140,   0.0417218,  293.13651,  1.5410538,        n.a.     n.a.
 2023-Apr-02 00:00, , ,   199.35827,   22.44021,   17.070,   n.a.,  51.7754842854533,  1.1628826,  151.6608,/L,    0.5154,   0.0416940,  292.59834,  2.5459857,        n.a.     n.a.
 2023-Apr-03 00:00, , ,   199.34159,   22.44656,   17.070,   n.a.,  51.7762878582479,  1.6196394,  151.5402,/L,    0.5174,   0.0416557,  292.05975,  3.5492450,        n.a.     n.a.
 2023-Apr-04 00:00, , ,   199.32486,   22.45275,   17.070,   n.a.,  51.7773549075478,  2.0752680,  151.3880,/L,    0.5199,   0.0416070,  291.52042,  4.5507837,        n.a.     n.a.
 2023-Apr-05 00:00, , ,   199.30810,   22.45879,   17.071,   n.a.,  51.7786847639877,  2.5297099,  151.2047,/L,    0.5229,   0.0415481,  290.98002,  5.5505800,        n.a.     n.a.
 2023-Apr-06 00:00, , ,   199.29129,   22.46467,   17.071,   n.a.,  51.7802767296891,  2.9829249,  150.9909,/L,    0.5265,   0.0414791,  290.43820,  6.5486432,        n.a.     n.a.
 2023-Apr-07 00:00, , ,   199.27446,   22.47040,   17.072,   n.a.,  51.7821300886955,  3.4348901,  150.7474,/L,    0.5305,   0.0414002,  289.89459,  7.5450141,        n.a.     n.a.
 2023-Apr-08 00:00, , ,   199.25760,   22.47596,   17.073,   n.a.,  51.7842441158024,  3.8855953,  150.4750,/L,    0.5350,   0.0413115,  289.34878,  8.5397606,        n.a.     n.a.
 2023-Apr-09 00:00, , ,   199.24072,   22.48137,   17.073,   n.a.,  51.7866180818977,  4.3350357,  150.1745,/L,    0.5400,   0.0412129,  288.80036,  9.5329673,        n.a.     n.a.
 2023-Apr-10 00:00, , ,   199.22383,   22.48661,   17.074,   n.a.,  51.7892512542318,  4.7832019,  149.8468,/L,    0.5454,   0.0411045,  288.24888,  10.524720,        n.a.     n.a.
 2023-Apr-11 00:00, , ,   199.20694,   22.49169,   17.075,   n.a.,  51.7921428907314,  5.2300692,  149.4928,/L,    0.5512,   0.0409863,  287.69390,  11.515092,        n.a.     n.a.
 2023-Apr-12 00:00, , ,   199.19003,   22.49660,   17.076,   n.a.,  51.7952922282948,  5.6755878,  149.1135,/T,    0.5575,   0.0408581,  287.13497,  12.504120,        n.a.     n.a.
 2023-Apr-13 00:00, , ,   199.17314,   22.50134,   17.077,   n.a.,  51.7986984656577,  6.1196741,  148.7098,/T,    0.5641,   0.0407197,  286.57162,  13.491797,        n.a.     n.a.
 2023-Apr-14 00:00, , ,   199.15625,   22.50591,   17.078,   n.a.,  51.8023607417687,  6.5622037,  148.2828,/T,    0.5711,   0.0405711,  286.00341,  14.478052,        n.a.     n.a.
 2023-Apr-15 00:00, , ,   199.13938,   22.51031,   17.079,   n.a.,  51.8062781108079,  7.0030069,  147.8334,/T,    0.5784,   0.0404121,  285.42994,  15.462742,        n.a.     n.a.
 2023-Apr-16 00:00, , ,   199.12252,   22.51454,   17.080,   n.a.,  51.8104495153610,  7.4418670,  147.3627,/T,    0.5860,   0.0402425,  284.85079,  16.445640,        n.a.     n.a.
 2023-Apr-17 00:00, , ,   199.10570,   22.51858,   17.081,   n.a.,  51.8148737600564,  7.8785241,  146.8715,/T,    0.5939,   0.0400622,  284.26564,  17.426435,        n.a.     n.a.
 2023-Apr-18 00:00, , ,   199.08891,   22.52246,   17.082,   n.a.,  51.8195494890153,  8.3126846,  146.3608,/T,    0.6022,   0.0398712,  283.67417,  18.404738,        n.a.     n.a.
 2023-Apr-19 00:00, , ,   199.07216,   22.52615,   17.083,   n.a.,  51.8244751710793,  8.7440383,  145.8316,/T,    0.6106,   0.0396696,  283.07611,  19.380104,        n.a.     n.a.
 2023-Apr-20 00:00, , ,   199.05545,   22.52966,   17.085,   n.a.,  51.8296490961269,  9.1722793,  145.2849,/T,    0.6193,   0.0394576,  282.47123,  20.352062,        n.a.     n.a.
 2023-Apr-21 00:00, , ,   199.03880,   22.53298,   17.086,   n.a.,  51.8350693835631,  9.5971262,  144.7214,/T,    0.6282,   0.0392354,  281.85932,  21.320150,        n.a.     n.a.
 2023-Apr-22 00:00, , ,   199.02220,   22.53613,   17.087,   n.a.,  51.8407340010101, 10.0183364,  144.1420,/T,    0.6373,   0.0390034,  281.24012,  22.283949,        n.a.     n.a.
 2023-Apr-23 00:00, , ,   199.00567,   22.53909,   17.088,   n.a.,  51.8466407887926, 10.4357120,  143.5476,/T,    0.6466,   0.0387619,  280.61339,  23.243092,        n.a.     n.a.
 2023-Apr-24 00:00, , ,   198.98921,   22.54186,   17.090,   n.a.,  51.8527874851355, 10.8490963,  142.9390,/T,    0.6560,   0.0385113,  279.97881,  24.197277,        n.a.     n.a.
 2023-Apr-25 00:00, , ,   198.97282,   22.54445,   17.091,   n.a.,  51.8591717481055, 11.2583667,  142.3170,/T,    0.6656,   0.0382521,  279.33604,  25.146249,        n.a.     n.a.
 2023-Apr-26 00:00, , ,   198.95652,   22.54685,   17.093,   n.a.,  51.8657911723420, 11.6634247,  141.6822,/T,    0.6753,   0.0379847,  278.68470,  26.089795,        n.a.     n.a.
 2023-Apr-27 00:00, , ,   198.94031,   22.54906,   17.094,   n.a.,  51.8726433005332, 12.0641877,  141.0353,/T,    0.6851,   0.0377093,  278.02436,  27.027723,        n.a.     n.a.
 2023-Apr-28 00:00, , ,   198.92418,   22.55108,   17.095,   n.a.,  51.8797256308244, 12.4605834,  140.3770,/T,    0.6950,   0.0374264,  277.35460,  27.959851,        n.a.     n.a.
 2023-Apr-29 00:00, , ,   198.90816,   22.55291,   17.097,   n.a.,  51.8870356218584, 12.8525472,  139.7080,/T,    0.7049,   0.0371364,  276.67495,  28.886004,        n.a.     n.a.
 2023-Apr-30 00:00, , ,   198.89224,   22.55455,   17.098,   n.a.,  51.8945706971587, 13.2400222,  139.0288,/T,    0.7149,   0.0368395,  275.98493,  29.806004,        n.a.     n.a.
 2023-May-01 00:00, , ,   198.87643,   22.55601,   17.100,   n.a.,  51.9023282503054, 13.6229621,  138.3399,/T,    0.7250,   0.0365362,  275.28403,  30.719678,        n.a.     n.a.
 2023-May-02 00:00, , ,   198.86073,   22.55727,   17.101,   n.a.,  51.9103056519334, 14.0013346,  137.6419,/T,    0.7351,   0.0362268,  274.57173,  31.626858,        n.a.     n.a.
 2023-May-03 00:00, , ,   198.84515,   22.55834,   17.102,   n.a.,  51.9185002590208, 14.3751253,  136.9353,/T,    0.7452,   0.0359117,  273.84746,  32.527395,        n.a.     n.a.
 2023-May-04 00:00, , ,   198.82969,   22.55921,   17.104,   n.a.,  51.9269094261639, 14.7443405,  136.2205,/T,    0.7553,   0.0355913,  273.11062,  33.421163,        n.a.     n.a.
 2023-May-05 00:00, , ,   198.81437,   22.55990,   17.105,   n.a.,  51.9355305175577, 15.1090066,  135.4980,/T,    0.7654,   0.0352659,  272.36054,  34.308070,        n.a.     n.a.
 2023-May-06 00:00, , ,   198.79917,   22.56040,   17.107,   n.a.,  51.9443609173611, 15.4691651,  134.7683,/T,    0.7755,   0.0349358,  271.59647,  35.188059,        n.a.     n.a.
 2023-May-07 00:00, , ,   198.78412,   22.56070,   17.108,   n.a.,  51.9533980354106, 15.8248613,  134.0316,/T,    0.7856,   0.0346013,  270.81758,  36.061104,        n.a.     n.a.
 2023-May-08 00:00, , ,   198.76920,   22.56081,   17.110,   n.a.,  51.9626393053390, 16.1761294,  133.2883,/T,    0.7956,   0.0342627,  270.02296,  36.927189,        n.a.     n.a.
 2023-May-09 00:00, , ,   198.75444,   22.56073,   17.111,   n.a.,  51.9720821733851, 16.5229762,  132.5388,/T,    0.8056,   0.0339200,  269.21165,  37.786289,        n.a.     n.a.
 2023-May-10 00:00, , ,   198.73982,   22.56046,   17.113,   n.a.,  51.9817240782884, 16.8653672,  131.7835,/T,    0.8155,   0.0335734,  268.38261,  38.638338,        n.a.     n.a.
 2023-May-11 00:00, , ,   198.72537,   22.55999,   17.114,   n.a.,  51.9915624248368, 17.2032185,  131.0225,/T,    0.8254,   0.0332231,  267.53479,  39.483209,        n.a.     n.a.
 2023-May-12 00:00, , ,   198.71107,   22.55933,   17.115,   n.a.,  52.0015945549350, 17.5363967,  130.2563,/T,    0.8352,   0.0328692,  266.66716,  40.320695,        n.a.     n.a.
 2023-May-13 00:00, , ,   198.69694,   22.55848,   17.117,   n.a.,  52.0118177200759, 17.8647235,  129.4850,/T,    0.8449,   0.0325117,  265.77868,  41.150499,        n.a.     n.a.
 2023-May-14 00:00, , ,   198.68299,   22.55744,   17.118,   n.a.,  52.0222290581690, 18.1879855,  128.7090,/T,    0.8545,   0.0321510,  264.86836,  41.972244,        n.a.     n.a.
 2023-May-15 00:00, , ,   198.66921,   22.55620,   17.120,   n.a.,  52.0328255765301, 18.5059460,  127.9285,/T,    0.8640,   0.0317873,  263.93528,  42.785468,        n.a.     n.a.
 2023-May-16 00:00, , ,   198.65561,   22.55477,   17.121,   n.a.,  52.0436041420007, 18.8183576,  127.1438,/T,    0.8734,   0.0314210,  262.97854,  43.589642,        n.a.     n.a.
 2023-May-17 00:00, , ,   198.64219,   22.55315,   17.122,   n.a.,  52.0545614786959, 19.1249755,  126.3552,/T,    0.8827,   0.0310525,  261.99732,  44.384183,        n.a.     n.a.
 2023-May-18 00:00, , ,   198.62897,   22.55133,   17.124,   n.a.,  52.0656941734603, 19.4255713,  125.5627,/T,    0.8918,   0.0306823,  260.99083,  45.168467,        n.a.     n.a.
 2023-May-19 00:00, , ,   198.61594,   22.54932,   17.125,   n.a.,  52.0769986884408, 19.7199433,  124.7667,/T,    0.9008,   0.0303109,  259.95834,  45.941850,        n.a.     n.a.
 2023-May-20 00:00, , ,   198.60312,   22.54712,   17.127,   n.a.,  52.0884713792228, 20.0079249,  123.9674,/T,    0.9097,   0.0299391,  258.89911,  46.703687,        n.a.     n.a.
 2023-May-21 00:00, , ,   198.59049,   22.54473,   17.128,   n.a.,  52.1001085160828, 20.2893875,  123.1649,/T,    0.9185,   0.0295676,  257.81244,  47.453339,        n.a.     n.a.
 2023-May-22 00:00, , ,   198.57808,   22.54214,   17.129,   n.a.,  52.1119063055147, 20.5642382,  122.3596,/T,    0.9271,   0.0291969,  256.69757,  48.190188,        n.a.     n.a.
 2023-May-23 00:00, , ,   198.56588,   22.53937,   17.131,   n.a.,  52.1238609095297, 20.8324147,  121.5514,/T,    0.9355,   0.0288279,  255.55377,  48.913632,        n.a.     n.a.
 2023-May-24 00:00, , ,   198.55390,   22.53640,   17.132,   n.a.,  52.1359684611797, 21.0938777,  120.7407,/T,    0.9438,   0.0284612,  254.38025,  49.623085,        n.a.     n.a.
 2023-May-25 00:00, , ,   198.54214,   22.53325,   17.133,   n.a.,  52.1482250759049, 21.3486044,  119.9275,/T,    0.9519,   0.0280977,  253.17623,  50.317967,        n.a.     n.a.
 2023-May-26 00:00, , ,   198.53060,   22.52992,   17.135,   n.a.,  52.1606268592912, 21.5965830,  119.1120,/T,    0.9599,   0.0277380,  251.94093,  50.997700,        n.a.     n.a.
 2023-May-27 00:00, , ,   198.51930,   22.52639,   17.136,   n.a.,  52.1731699124344, 21.8378094,  118.2944,/T,    0.9676,   0.0273828,  250.67359,  51.661694,        n.a.     n.a.
 2023-May-28 00:00, , ,   198.50822,   22.52268,   17.137,   n.a.,  52.1858503363463, 22.0722874,  117.4748,/T,    0.9752,   0.0270330,  249.37349,  52.309354,        n.a.     n.a.
 2023-May-29 00:00, , ,   198.49738,   22.51879,   17.138,   n.a.,  52.1986642367918, 22.3000302,  116.6533,/T,    0.9826,   0.0266892,  248.03998,  52.940069,        n.a.     n.a.
 2023-May-30 00:00, , ,   198.48678,   22.51471,   17.140,   n.a.,  52.2116077307085, 22.5210640,  115.8300,/T,    0.9898,   0.0263523,  246.67246,  53.553218,        n.a.     n.a.
 2023-May-31 00:00, , ,   198.47642,   22.51045,   17.141,   n.a.,  52.2246769549126, 22.7354322,  115.0050,/T,    0.9969,   0.0260229,  245.27039,  54.148178,        n.a.     n.a.
 2023-Jun-01 00:00, , ,   198.46631,   22.50602,   17.142,   n.a.,  52.2378680770900, 22.9431987,  114.1785,/T,    1.0037,   0.0257020,  243.83330,  54.724328,        n.a.     n.a.
 2023-Jun-02 00:00, , ,   198.45644,   22.50140,   17.143,   n.a.,  52.2511773079939, 23.1444482,  113.3505,/T,    1.0103,   0.0253903,  242.36076,  55.281057,        n.a.     n.a.
 2023-Jun-03 00:00, , ,   198.44683,   22.49661,   17.144,   n.a.,  52.2646009123766, 23.3392817,  112.5211,/T,    1.0168,   0.0250886,  240.85235,  55.817771,        n.a.     n.a.
 2023-Jun-04 00:00, , ,   198.43746,   22.49164,   17.145,   n.a.,  52.2781352148487, 23.5278028,  111.6904,/T,    1.0230,   0.0247977,  239.30764,  56.333894,        n.a.     n.a.
 2023-Jun-05 00:00, , ,   198.42836,   22.48650,   17.147,   n.a.,  52.2917765963738, 23.7100992,  110.8584,/T,    1.0290,   0.0245182,  237.72620,  56.828855,        n.a.     n.a.
 2023-Jun-06 00:00, , ,   198.41951,   22.48118,   17.148,   n.a.,  52.3055214783980, 23.8862199,  110.0253,/T,    1.0348,   0.0242509,  236.10761,  57.302070,        n.a.     n.a.
 2023-Jun-07 00:00, , ,   198.41092,   22.47569,   17.149,   n.a.,  52.3193662948965, 24.0561570,  109.1910,/T,    1.0404,   0.0239965,  234.45156,  57.752925,        n.a.     n.a.
 2023-Jun-08 00:00, , ,   198.40260,   22.47003,   17.150,   n.a.,  52.3333074567351, 24.2198382,  108.3557,/T,    1.0458,   0.0237556,  232.75795,  58.180756,        n.a.     n.a.
 2023-Jun-09 00:00, , ,   198.39454,   22.46420,   17.151,   n.a.,  52.3473413155159, 24.3771325,  107.5194,/T,    1.0510,   0.0235288,  231.02697,  58.584842,        n.a.     n.a.
 2023-Jun-10 00:00, , ,   198.38676,   22.45820,   17.152,   n.a.,  52.3614641339103, 24.5278662,  106.6821,/T,    1.0559,   0.0233168,  229.25923,  58.964415,        n.a.     n.a.
 2023-Jun-11 00:00, , ,   198.37924,   22.45204,   17.153,   n.a.,  52.3756720667079, 24.6718427,  105.8440,/T,    1.0606,   0.0231204,  227.45576,  59.318679,        n.a.     n.a.
 2023-Jun-12 00:00, , ,   198.37200,   22.44571,   17.154,   n.a.,  52.3899611532809, 24.8088618,  105.0051,/T,    1.0651,   0.0229402,  225.61808,  59.646836,        n.a.     n.a.
 2023-Jun-13 00:00, , ,   198.36504,   22.43921,   17.155,   n.a.,  52.4043273196463, 24.9387331,  104.1654,/T,    1.0694,   0.0227768,  223.74813,  59.948108,        n.a.     n.a.
 2023-Jun-14 00:00, , ,   198.35836,   22.43256,   17.156,   n.a.,  52.4187663874195, 25.0612867,  103.3251,/T,    1.0734,   0.0226310,  221.84831,  60.221760,        n.a.     n.a.
 2023-Jun-15 00:00, , ,   198.35197,   22.42574,   17.157,   n.a.,  52.4332740872312, 25.1763783,  102.4842,/T,    1.0772,   0.0225034,  219.92139,  60.467125,        n.a.     n.a.
 2023-Jun-16 00:00, , ,   198.34586,   22.41876,   17.158,   n.a.,  52.4478460748436, 25.2838933,  101.6428,/T,    1.0808,   0.0223946,  217.97052,  60.683614,        n.a.     n.a.
 2023-Jun-17 00:00, , ,   198.34003,   22.41162,   17.159,   n.a.,  52.4624779487118, 25.3837479,  100.8009,/T,    1.0841,   0.0223052,  215.99913,  60.870733,        n.a.     n.a.
 2023-Jun-18 00:00, , ,   198.33450,   22.40433,   17.160,   n.a.,  52.4771652679273, 25.4758894,   99.9587,/T,    1.0872,   0.0222356,  214.01095,  61.028095,        n.a.     n.a.
 2023-Jun-19 00:00, , ,   198.32926,   22.39689,   17.161,   n.a.,  52.4919035694899, 25.5602936,   99.1161,/T,    1.0901,   0.0221862,  212.00985,  61.155419,        n.a.     n.a.
 2023-Jun-20 00:00, , ,   198.32431,   22.38929,   17.161,   n.a.,  52.5066883838962, 25.6369613,   98.2733,/T,    1.0927,   0.0221573,  209.99988,  61.252541,        n.a.     n.a.
 2023-Jun-21 00:00, , ,   198.31966,   22.38155,   17.162,   n.a.,  52.5215152482640, 25.7059139,   97.4303,/T,    1.0950,   0.0221492,  207.98513,  61.319410,        n.a.     n.a.
 2023-Jun-22 00:00, , ,   198.31531,   22.37365,   17.163,   n.a.,  52.5363797166363, 25.7671879,   96.5871,/T,    1.0972,   0.0221620,  205.96972,  61.356086,        n.a.     n.a.
 2023-Jun-23 00:00, , ,   198.31126,   22.36561,   17.164,   n.a.,  52.5512773676300, 25.8208312,   95.7439,/T,    1.0990,   0.0221957,  203.95774,  61.362739,        n.a.     n.a.
 2023-Jun-24 00:00, , ,   198.30750,   22.35743,   17.165,   n.a.,  52.5662038100650, 25.8669002,   94.9006,/T,    1.1007,   0.0222503,  201.95321,  61.339641,        n.a.     n.a.
 2023-Jun-25 00:00, , ,   198.30405,   22.34911,   17.165,   n.a.,  52.5811546875351, 25.9054589,   94.0574,/T,    1.1021,   0.0223256,  199.96002,  61.287165,        n.a.     n.a.
 2023-Jun-26 00:00, , ,   198.30090,   22.34065,   17.166,   n.a.,  52.5961256830186, 25.9365801,   93.2143,/T,    1.1032,   0.0224215,  197.98194,  61.205778,        n.a.     n.a.
 2023-Jun-27 00:00, , ,   198.29805,   22.33206,   17.167,   n.a.,  52.6111125245702, 25.9603476,   92.3713,/T,    1.1041,   0.0225376,  196.02253,  61.096036,        n.a.     n.a.
 2023-Jun-28 00:00, , ,   198.29551,   22.32333,   17.168,   n.a.,  52.6261109928609, 25.9768604,   91.5284,/T,    1.1048,   0.0226735,  194.08512,  60.958575,        n.a.     n.a.
 2023-Jun-29 00:00, , ,   198.29327,   22.31447,   17.168,   n.a.,  52.6411169307714, 25.9862354,   90.6858,/T,    1.1052,   0.0228288,  192.17279,  60.794103,        n.a.     n.a.
 2023-Jun-30 00:00, , ,   198.29133,   22.30548,   17.169,   n.a.,  52.6561262542661, 25.9886085,   89.8434,/T,    1.1054,   0.0230031,  190.28826,  60.603381,        n.a.     n.a.
 2023-Jul-01 00:00, , ,   198.28970,   22.29637,   17.169,   n.a.,  52.6711349623366, 25.9841300,   89.0013,/T,    1.1053,   0.0231958,  188.43388,  60.387204,        n.a.     n.a.
 2023-Jul-02 00:00, , ,   198.28837,   22.28713,   17.170,   n.a.,  52.6861391421255, 25.9729520,   88.1595,/T,    1.1050,   0.0234066,  186.61154,  60.146375,        n.a.     n.a.
 2023-Jul-03 00:00, , ,   198.28735,   22.27777,   17.171,   n.a.,  52.7011349642360, 25.9552072,   87.3181,/T,    1.1045,   0.0236348,  184.82270,  59.881675,        n.a.     n.a.
 2023-Jul-04 00:00, , ,   198.28664,   22.26829,   17.171,   n.a.,  52.7161186640062, 25.9309827,   86.4770,/T,    1.1037,   0.0238801,  183.06835,  59.593846,        n.a.     n.a.
 2023-Jul-05 00:00, , ,   198.28623,   22.25870,   17.172,   n.a.,  52.7310865081867, 25.9002974,   85.6363,/T,    1.1026,   0.0241418,  181.34914,  59.283579,        n.a.     n.a.
 2023-Jul-06 00:00, , ,   198.28613,   22.24899,   17.172,   n.a.,  52.7460347521966, 25.8630932,   84.7959,/T,    1.1014,   0.0244194,  179.66548,  58.951530,        n.a.     n.a.
 2023-Jul-07 00:00, , ,   198.28634,   22.23916,   17.173,   n.a.,  52.7609595978631, 25.8192459,   83.9560,/T,    1.0998,   0.0247124,  178.01765,  58.598344,        n.a.     n.a.
 2023-Jul-08 00:00, , ,   198.28686,   22.22923,   17.173,   n.a.,  52.7758571619178, 25.7685900,   83.1166,/T,    1.0981,   0.0250199,  176.40590,  58.224685,        n.a.     n.a.
 2023-Jul-09 00:00, , ,   198.28768,   22.21919,   17.173,   n.a.,  52.7907234610817, 25.7109495,   82.2776,/T,    1.0961,   0.0253414,  174.83049,  57.831250,        n.a.     n.a.
 2023-Jul-10 00:00, , ,   198.28882,   22.20904,   17.174,   n.a.,  52.8055544133639, 25.6461619,   81.4392,/T,    1.0939,   0.0256759,  173.29168,  57.418782,        n.a.     n.a.
 2023-Jul-11 00:00, , ,   198.29026,   22.19879,   17.174,   n.a.,  52.8203458508613, 25.5740938,   80.6014,/T,    1.0914,   0.0260227,  171.78963,  56.988061,        n.a.     n.a.

